"","Spectrum","Na.K.alpha","Mg.K.alpha","Al.K.alpha","Si.K.alpha","S.K.alpha","K.K.alpha","Ca.K.alpha","Ti.K.alpha","V.K.alpha","Cr.K.alpha","Mn.K.alpha","Fe.K.alpha"
"1","Test_#136_B1-10.0keV_2023-01-11_02-01-12_pm",2.5778,1.6847,111.0361,8.6283,-0.0018,0.1474,-0.2085,6785.7398,3268.3205,17151.8414,181165.4955,-1.0186
