"Date","Test #","Sample ID","Grade Match #1","Grade Match #2","Grade Match #3","Mode","AVG","H","He","Li","Be","B","C","N","O","F","Ne","Na","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Kr","Rb","Sr","Y","Zr","Nb","Mo","Tc","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","I","Xe","Cs","Ba","La","Ce","Pr","Nd","Pm","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Re","Os","Ir","Pt","Au","Hg","Tl","Pb","Bi","Po","At","Rn","Fr","Ra","Ac","Th","Pa","U","Np","Pu","Am","Cm","Bk","Cf","Es","Fm","Md","No","Lr","Rf","Db","Sg","Bh","Hs","Mt","Ds","Rg","Cn","Uut","Fl","Uup","Lv","Uus","Uuo"
"2023-01-13 10:33:46","177","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.769","1.996","0.757","5.546","","3227.065","","","0.090","18.363","","0.032","","","","0.211","","","0.001","","0.001","","","","","","0.001","0.175","0.002","0.014","0.000","0.000","","","","","","","","0.000","","","","","","0.013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 10:38:47","178","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.696","1.813","1.422","7.721","","795.078","","","0.747","13.188","","0.133","","","0.075","1.219","","","","0.000","0.002","","","","","","0.004","0.079","0.002","0.011","0.001","0.000","","","","","","","","0.000","","","","","","0.009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 10:41:27","179","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.69","1.24","3.37","1173","10.02","","","6449","13.49","","1633","54","50","224","1.17","16","27","19","20","","","16","1.6","","","43","757","9.2","59","15","9.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","8.3","","","","","","","","24","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 10:46:07","180","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","796",">10%","","","1.02",">10%","","1563","24","28","193","1.00","< 1","22","5.4","15","","","2.0","< 1","","","39","778","","< 1","3.1","< 1","","","","","< 1","< 1","","< 1","< 1","8.1","","","","124","30","< 1","5.9","48","","","","","","","","","","","","","","","","","","","","1.3","< 1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 10:59:26","181","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","2344",">10%","","","645",">10%","","45","2.6","< 1","87","314","6.1","11","7.1","40","","","1.6","1.7","","","< 1","1542","","< 1","< 1","10","","","","","< 1","< 1","","6.9","6.9","14","","","","< 1","< 1","26","< 1","< 1","","","","","","","","","","","","","","","","","","","","< 1","< 1","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:02:55","182","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.95","885","5562","832","18.02","","","517","22.68","","","","","89","634","","9.8","16","44","","","","1.9","","","1.9","1579","","25","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:06:09","183","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.697","","0.626","5.435","","2803.026","","","0.052","18.108","","0.019","","","","0.138","","","","0.002","0.001","","","","","","0.001","0.158","0.002","0.013","0.000","0.000","","","","","","","","0.000","","","","","","0.005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:15:55","184","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.609","2.042","1.562","7.799","","1149.184","","","0.637","14.377","","0.113","","","","0.983","","","","","0.002","","","","","","0.004","0.461","0.002","0.030","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:19:16","185","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.03","1.32","3.43","1256","12.38","","","5871","16.18","","1432","","62","235","9754","","25","15","16","","","18","1.5","","","45","3028","11","80","17","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","8.2","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:23:25","186","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","1119",">10%","","","8835",">10%","","1345","22","24","210","7927","11","22","8.1","8.9","","","2.3","2.0","","","37","3007","","< 1","< 1","14","","","","","< 1","< 1","","12","12","24","","","","130","36","31","167","267","","","","","","","","","","","","","","","","","","","","1.6","< 1","6.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:27:47","187","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","336",">10%","","","7011",">10%","","927","22","17","191","6296","1.7","19","< 1","4.6","","","2.0","1.9","","","26","2977","","< 1","< 1","14","","","","","< 1","< 1","","< 1","2.0","18","","","","114","25","< 1","< 1","< 1","","","","","","","","","","","","","","","","","","","","2.2","< 1","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:34:06","188","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.23","9447","2.48","1162","12.87","","","4468","17.28","","993","","52","230","8062","","20","19","12","","","16","1.4","","","34","2988","","63","13","9.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","5.4","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:40:44","189","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.609","1.674","1.242","7.072","","1340.945","","","0.489","15.387","","0.077","","0.014","0.083","0.818","","","","","0.001","","","","","","0.004","0.454","0.002","0.028","0.001","0.000","","","","","","","","0.000","","","","","","0.002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:47:38","190","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.667","","1.191","7.089","","1007.416","","","0.544","14.237","","0.077","","","","0.875","","","","","0.001","","","","","","0.005","1.028","0.002","0.047","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:51:26","191","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.92","9825","2.64","1236","11.72","","","5199","16.64","","1184","52","75","204","8889","","25","18","14","","","26","3.3","","","47","5302","","94","37","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","9.2","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 11:58:26","192","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","567",">10%","","","7606",">10%","","987","22","19","194","6733","1.6","17","< 1","< 1","","","2.6","2.0","","","32","5026","","< 1","< 1","22","","","","","< 1","< 1","","19","< 1","< 1","","","","134","< 1","9.9","2.0","< 1","","","","","","","","","","","","","","","","","","","","1.1","< 1","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 12:02:36","193","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","764",">10%","","","1.10",">10%","","1776","23","24","199","1.19","< 1","33","11","17","","","8.4","1.6","","","38","1012","","< 1","3.8","< 1","","","","","< 1","< 1","","11","1.9","5.6","","","","147","41","117","109","226","","","","","","","","","","","","","","","","","","","","2.7","< 1","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 12:05:40","194","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.71","1.41","4.23","1319","10.87","","","7462","13.22","","1822","66","73","251","1.45","22","46","33","28","","","32","2.9","","","46","1061","12","107","29","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","2.0","","58","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 12:08:52","195","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.721","1.932","1.612","8.467","","865.194","","","0.814","12.198","","0.144","","","","1.403","","","","0.001","0.002","","","","","","0.004","0.109","0.002","0.015","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 12:12:02","196","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.707","1.824","1.575","7.845","","858.332","","","0.879","13.461","","0.123","","","","1.245","","0.001","","0.000","0.002","","","","","","0.006","0.899","0.002","0.044","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 12:15:04","197","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.94","1.43","3.60","1357","10.95","","","8069","14.94","","1721","58","68","346","1.22","","33","12","22","","","15","1.5","","","62","4501","10","94","20","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","1.8","","15","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-13 12:19:25","198","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","528",">10%","","","1.26",">10%","","1594","29","28","325","1.03","< 1","31","< 1","9.8","","","2.5","1.8","","","50","4544","","< 1","< 1","23","","","","","< 1","< 1","","4.8","< 1","5.2","","","","177","1.4","93","150","18","","","","","","","","","","","","","","","","","","","","1.1","< 1","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:25:53","199","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1",">10%","","","5075",">10%","","661","15","11","444","4439","21","27","5.1","< 1","","","4.5","1.8","","","11","5041","","< 1","< 1","25","","","","","< 1","< 1","","4.3","< 1","< 1","","","","162","< 1","38","108","< 1","","","","","","","","","","","","","","","","","","","","1.5","< 1","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:29:04","200","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.24","6071","1.74","1027","11.61","","","3144","17.28","","669","","38","491","5805","17","14","11","12","","","9.6","","","","19","4964","","100","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:32:06","201","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.617","2.043","0.947","6.449","","1199.863","","","0.372","16.474","","0.050","","","","0.644","","","","","0.001","","","","","","0.004","1.156","0.002","0.051","0.001","0.000","","","","","","","","0.000","","","","","","0.010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:35:31","202","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.612","1.761","1.211","6.920","","1362.134","","","0.616","15.249","","0.086","","","0.069","0.811","","","","","0.001","","","","","","0.005","0.580","0.002","0.034","0.001","0.000","","","","","","","","0.000","","","","","","0.008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:38:43","203","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.19","8740","2.33","997","12.89","","","5518","16.78","","1116","61","57","203","7812","15","17","10","14","","","12","1.5","","","39","3397","7.5","81","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","","","","","","","1.5","","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:42:46","204","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","339",">10%","","","8596",">10%","","1041","20","22","211","6232","40","22","< 1","6.5","","","1.0","2.5","","","31","3437","","< 1","< 1","17","","","","","< 1","< 1","","< 1","< 1","9.3","","","","177","62","25","43","172","","","","","","","","","","","","","","","","","","","","1.9","< 1","< 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:47:12","205","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1",">10%","","","1.24",">10%","","1776","32","29","557","1.03","28","24","44","14","","","7.2","< 1","","","38","2108","","< 1","3.2","9.0","","","","","< 1","< 1","","< 1","< 1","3.6","","","","312","3.0","< 1","< 1","< 1","","","","","","","","","","","","","","","","","","","","< 1","< 1","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:53:25","206","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1",">10%","","","2.24",">10%","","2721","43","43","323","2.66","< 1","33","< 1","24","","","3.8","1.8","","","95","1520","","< 1","4.6","5.5","","","","","< 1","< 1","","2.3","8.0","9.8","","","","251","50","< 1","64","7.1","","","","","","","","","","","","","","","","","","","","1.3","< 1","6.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 10:56:28","207","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.25","2.06","5.81","1493","6.98","","","1.42","9.80","","2480","57","75","327","2.75","31","44","9.5","33","","","19","2.0","","","101","1523","20","107","27","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","5.7","","","","","","1.9","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:00:16","208","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","2.016","1.259","2.151","9.712","","342.370","","","1.732","10.042","","0.243","0.003","0.017","0.116","2.928","","0.002","","0.002","0.002","","","","","","0.009","0.192","0.002","0.020","0.001","0.000","","","","","","","","0.000","","","","","","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:06:24","209","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.621","2.043","0.946","6.431","","1237.552","","","0.507","14.514","","0.060","","","","0.787","","","","","0.001","","","","","","0.003","0.183","0.002","0.016","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:09:34","210","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.09","6013","1.77","1029","12.06","","","4562","15.97","","976","51","62","510","8002","15","16","14","15","","","21","2.3","","","29","1617","7.4","61","28","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","9.1","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:13:43","211","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","1376",">10%","","","7199",">10%","","809","15","14","375","6147","1.1","8.5","< 1","3.5","","","1.9","< 1","","","21","1522","","< 1","< 1","< 1","","","","","< 1","< 1","","8.4","< 1","14","","","","84","78","50","< 1","169","","","","","","","","","","","","","","","","","","","","< 1","< 1","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:18:17","212","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1","4.72","","","2.53","8.43","","3834","73","76","672","2.51","< 1","53","15","82","","","14","4.0","","","134","1108","","< 1","10","1.8","","","","","< 1","< 1","","< 1","5.8","2.7","","","","234","114","5.1","134","< 1","","","","","","","","","","","","","","","","","","","","< 1","3.5","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:21:27","213","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","6551","2.71","6.79","1860","2.01","","","1.51","5.37","","3059","112","115","604","2.26","31","53","29","80","","","32","3.3","","","127","980","25","108","32","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","4.8","","","","","","1.9","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:24:39","214","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","2.505","1.806","2.595","10.444","","27.716","","","2.093","6.448","","0.392","0.009","","","2.868","","0.004","0.002","0.010","0.002","","","","","","0.013","0.140","0.002","0.019","0.002","0.000","","","","","","","","0.000","","","","","","0.003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:28:12","215","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.781","1.788","1.639","8.024","","632.258","","","0.951","11.975","","0.160","","","","1.429","","","","0.000","0.002","","","","","","0.005","0.100","0.002","0.012","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:31:33","216","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.44","1.49","3.72","1405","9.08","","","8213","12.35","","1915","85","79","231","1.40","27","35","20","22","","","23","3.0","","","61","964","12","72","28","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","1.7","","39","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:35:38","217","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","13",">10%","","","1.30",">10%","","1874","30","31","175","1.23","< 1","26","8.2","15","","","4.5","< 1","","","53","973","","< 1","4.8","< 1","","","","","< 1","< 1","","3.6","< 1","< 1","","","","119","20","< 1","< 1","134","","","","","","","","","","","","","","","","","","","","2.1","< 1","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:43:17","218","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","473",">10%","","","9389",">10%","","1027","19","20","168","5601","14","17","< 1","5.6","","","2.7","2.1","","","39","3503","","< 1","< 1","13","","","","","< 1","< 1","","3.9","1.2","10.0","","","","145","28","29","332","< 1","","","","","","","","","","","","","","","","","","","","< 1","< 1","< 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:46:32","219","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.87","9922","2.57","1106","12.02","","","6192","16.32","","1139","","47","181","7363","22","22","13","15","","","18","2.5","","","50","3574","7.6","90","22","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","6.2","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:49:46","220","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.641","","1.289","7.128","","1180.384","","","0.698","14.864","","0.083","","","","0.746","","","","","0.001","","","","","","0.005","0.632","0.002","0.036","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:53:11","221","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.774","","1.528","7.918","","656.976","","","0.849","12.933","","0.131","","","","1.051","","","","0.000","0.002","","","","","","0.005","0.187","0.002","0.018","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 11:56:19","222","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.54","1.35","3.55","1237","9.12","","","7217","13.24","","1520","","48","246","1.01","26","26","16","20","","","14","2.3","","","52","1483","11","70","22","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","9.1","","","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 12:00:36","223","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","307",">10%","","","1.13",">10%","","1584","28","27","180","8407","1.1","21","< 1","13","","","4.1","1.7","","","46","1483","","< 1","2.8","< 1","","","","","< 1","< 1","","3.1","8.2","< 1","","","","47","< 1","82","< 1","47","","","","","","","","","","","","","","","","","","","","< 1","< 1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 12:04:08","224","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.775","","1.625","8.015","","614.091","","","0.946","11.925","","0.158","","","","1.452","","","","0.001","0.002","","","","","","0.005","0.109","0.002","0.013","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 12:07:33","225","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","2.519","1.448","2.606","10.417","","27.416","","","2.075","6.425","","0.388","0.009","","0.087","2.830","","0.005","0.002","0.010","0.002","","","","","","0.012","0.137","0.002","0.019","0.002","0.000","","","","","","","","0.000","","","","","","0.006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 12:10:57","226","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.627","","0.908","6.412","","1239.389","","","0.497","14.561","","0.058","","","","0.774","","","","","0.001","","","","","","0.003","0.180","0.002","0.016","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 12:14:12","227","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.977","1.410","2.122","9.693","","354.208","","","1.733","10.130","","0.242","0.003","0.012","0.094","2.915","","0.002","","0.002","0.002","","","","","","0.009","0.198","0.002","0.021","0.001","0.000","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 13:35:47","228","Gr5-soil-60","","","","Empirical","","","","","","","","","","","","1.742","2.040","1.434","8.267","","686.664","","","0.955","11.704","","0.151","","","","1.278","","0.001","0.004","0.001","0.002","","","","","","0.005","0.325","0.002","0.027","0.001","0.000","","","","","","","","0.000","","","","","","0.008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 13:40:55","229","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.79","1.28","3.98","1474","9.41","","","8069","11.57","","1770","53","58","675","1.20","36","28","62","21","","","22","1.1","","","46","2073","12","106","22","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","7.9","","","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 13:44:33","230","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","383",">10%","","","1.24",">10%","","1760","38","27","562","1.03","23","25","39","12","","","6.7","< 1","","","40","2073","","< 1","3.1","7.5","","","","","< 1","< 1","","4.0","< 1","3.8","","","","274","< 1","49","< 1","< 1","","","","","","","","","","","","","","","","","","","","2.2","< 1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 13:59:04","231","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3463","8.22","37.64","581","","","","3.59","1.82","","1339","","","373","1.43","32","6.9","","45","","","","","","","166","135","36","112","11","","","","","","","","","","","","","","","989","","","","","","","","","","","","","","","","","36","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:02:17","232","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3136","8.30","37.71","550","","","","3.58","1.82","","1414","","","370","1.43","18","8.7","","44","","","","","","","166","135","33","112","9.6","","","","","","","","","","","","","","","970","","","","","","","","","","","","","","","","","39","5.1","","","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:05:24","233","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3045","8.18","37.52","547","","","","3.57","1.79","","1376","","","367","1.44","","7.7","","45","","","","","","","165","135","32","105","9.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","","","1.4","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:08:40","234","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","","7.44","38.37","334","","","","4.97","1.23","","868","55","116","302","1.67","27","10","","43","","","","2.8","","","365","87","141","255","50","","","","","","","","","","","","","","","971","","","","","","","","","","","","","","","","","51","11","","","","","","","","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:11:46","235","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","","7.63","38.80","326","","","","5.07","1.25","","888","","126","299","1.68","22","12","","43","","","","2.8","","","366","86","145","304","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","14","","","","","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:14:55","236","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","934","7.76","39.32","295","","","","5.12","1.25","","796","71","132","315","1.68","27","14","","44","","","13","2.9","","","373","88","150","254","49","4.0","","","","","","","","","","","","","","1315","","","","","","","","","","","","","","","","","53","12","","","","","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:18:21","237","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","","8.07","39.94","353","","","","4.36","1.06","","956","","","306","1.01","20","6.4","","44","","","9.0","1.0","","","299","122","65","169","26","","","","","","","","","","","","","","","1244","","","","","","","","","","","","","","","","","49","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:23:49","238","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1131","8.22","40.69","363","","","","4.40","1.08","","1031","","","311","1.01","","7.1","","42","","","","","","","302","122","66","168","27","","","","","","","","","","","","","","","1733","","","","","","","","","","","","","","","","","54","6.3","","","","","","1.6","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:27:46","239","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","936","8.14","40.38","354","","","","4.39","1.06","","1084","","33","320","1.02","","8.9","","43","","","","","","","298","122","65","170","27","","","","","","","","","","","","","","","1205","","","","","","","","","","","","","","","","","48","4.8","","","","","","1.4","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:31:14","240","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1454","7.81","39.35","653","","","","3.63","1.15","","1073","","","428","1.10","","8.5","","40","","","","","","","225","100","53","103","38","","","","","","","","","","","","","","","1169","","","","","","","","","","","","","","","","","45","","","","","","","1.3","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
